timestamp,emg_value
1734105796.9410942,486
1734105796.951113,495
1734105796.9611628,495
1734105796.971178,495
1734105796.9812088,493
1734105796.9915333,493
1734105797.0014844,495
1734105797.0113714,493
1734105797.0213978,491
1734105797.0314457,494
1734105797.0413442,493
1734105797.0513058,494
1734105797.0613785,494
1734105797.0715272,496
1734105797.0814562,493
1734105797.0914814,487
1734105797.1015747,497
1734105797.1118498,494
1734105797.1218367,486
1734105797.1318238,494
1734105797.1418586,495
1734105797.1519036,496
1734105797.1618996,493
1734105797.1719246,493
1734105797.1821547,494
1734105797.1921248,492
1734105797.2019818,493
1734105797.212054,495
1734105797.2220216,495
1734105797.2320993,492
1734105797.2421062,491
1734105797.2519774,493
1734105797.262156,492
1734105797.2721994,493
1734105797.2822037,493
1734105797.292145,493
1734105797.3021147,491
1734105797.3121443,493
1734105797.3221707,482
1734105797.332204,494
1734105797.3421462,490
1734105797.3520992,493
1734105797.3621335,495
1734105797.3721468,490
1734105797.3821716,492
1734105797.3921556,494
1734105797.4021552,495
1734105797.412379,493
1734105797.4222891,493
1734105797.4323807,493
1734105797.4422746,493
1734105797.4522586,493
1734105797.4622848,494
1734105797.472115,492
1734105797.48214,492
1734105797.4921284,493
1734105797.502078,494
1734105797.5120802,494
1734105797.522094,494
1734105797.5322645,493
1734105797.542354,493
1734105797.5524662,491
1734105797.5624843,494
1734105797.5724826,492
1734105797.5824466,493
1734105797.59257,492
1734105797.6027827,494
1734105797.6125011,493
1734105797.6226459,489
1734105797.6327515,493
1734105797.6428788,493
1734105797.652823,491
1734105797.662489,493
1734105797.6725001,496
1734105797.6828268,492
1734105797.692892,492
1734105797.70304,488
1734105797.7130854,490
1734105797.72308,485
1734105797.7328727,490
1734105797.7430267,493
1734105797.7531133,491
1734105797.7630744,492
1734105797.772908,491
1734105797.783092,491
1734105797.7929704,492
1734105797.8031538,491
1734105797.8131788,490
1734105797.8230379,486
1734105797.8330479,492
1734105797.8428915,491
1734105797.8528876,488
1734105797.86299,495
1734105797.8730583,491
1734105797.8830817,493
1734105797.8931055,491
1734105797.9031107,491
1734105797.9130754,490
1734105797.923173,492
1734105797.9332542,489
1734105797.9429328,489
1734105797.9528494,491
1734105797.9630458,492
1734105797.973016,491
1734105797.9830346,493
1734105797.9933712,494
1734105798.0034516,490
1734105798.0132365,492
1734105798.023272,487
1734105798.0333579,490
1734105798.043322,493
1734105798.0533886,491
1734105798.0633898,493
1734105798.0734146,491
1734105798.0834165,490
1734105798.093383,493
1734105798.1033688,491
1734105798.1134765,490
1734105798.1237228,489
1734105798.1335278,490
1734105798.1436381,490
1734105798.1537023,494
1734105798.1637435,491
1734105798.1734169,490
1734105798.1837332,490
1734105798.193629,490
1734105798.2036736,491
1734105798.213678,491
1734105798.2237346,490
1734105798.2338321,490
1734105798.2438197,493
1734105798.2539105,493
1734105798.2639875,495
1734105798.2737098,486
1734105798.283937,490
1734105798.293924,490
1734105798.303706,491
1734105798.313784,491
1734105798.3238504,492
1734105798.3338375,489
1734105798.3438523,491
1734105798.353818,488
1734105798.3639832,490
1734105798.3740642,488
1734105798.384015,491
1734105798.3938746,491
1734105798.4039185,489
1734105798.4141126,482
1734105798.4239683,489
1734105798.4340613,490
1734105798.4439418,490
1734105798.4539113,490
1734105798.4638479,490
1734105798.4739897,489
1734105798.4840477,488
1734105798.494044,489
1734105798.5042944,488
1734105798.5141964,489
1734105798.5241988,489
1734105798.534194,489
1734105798.5441945,490
1734105798.554228,486
1734105798.564296,491
1734105798.5742927,488
1734105798.58427,489
1734105798.5943315,490
1734105798.604381,490
1734105798.6143591,490
1734105798.6243505,491
1734105798.6343536,491
1734105798.6444473,490
1734105798.6544633,489
1734105798.6643698,491
1734105798.6745949,489
1734105798.6844494,487
1734105798.6945698,489
1734105798.7046666,489
1734105798.7145314,481
1734105798.7245307,488
1734105798.7345471,488
1734105798.7445524,489
1734105798.7545278,488
1734105798.764482,486
1734105798.7747643,492
1734105798.7846007,490
1734105798.7947648,489
1734105798.804724,489
1734105798.8145742,487
1734105798.8246408,487
1734105798.834647,489
1734105798.8444436,487
1734105798.8545277,489
1734105798.8644764,486
1734105798.874471,490
1734105798.8844328,489
1734105798.8945787,490
1734105798.904601,487
1734105798.9146154,488
1734105798.924906,488
1734105798.9348674,489
1734105798.9446294,484
1734105798.954637,490
1734105798.9646547,489
1734105798.9746299,491
1734105798.984662,485
1734105798.9947567,490
1734105799.0046835,489
1734105799.0150445,490
1734105799.025033,490
1734105799.0350893,490
1734105799.0450833,488
1734105799.055132,492
1734105799.0650876,485
1734105799.0751622,485
1734105799.0851176,489
1734105799.095101,490
1734105799.1051576,489
1734105799.1151004,490
1734105799.1251287,490
1734105799.1351283,486
1734105799.1452005,492
1734105799.1551826,489
1734105799.1653154,487
1734105799.1752565,487
1734105799.1852884,489
1734105799.195253,486
1734105799.2053401,490
1734105799.2153554,490
1734105799.225375,490
1734105799.2352912,490
1734105799.2454016,490
1734105799.2554655,491
1734105799.2653823,489
1734105799.2755349,492
1734105799.2855358,490
1734105799.2953727,487
1734105799.3056333,492
1734105799.3155568,490
1734105799.3255675,490
1734105799.3354185,490
1734105799.345493,487
1734105799.3556895,489
1734105799.3656933,491
1734105799.375646,490
1734105799.3855252,486
1734105799.3957233,489
1734105799.4056556,491
1734105799.4157789,487
1734105799.42567,491
1734105799.4358425,492
1734105799.445864,490
