timestamp,emg_value
1734105829.3476574,492
1734105829.35756,493
1734105829.3676593,493
1734105829.3777385,492
1734105829.3877385,494
1734105829.3977623,493
1734105829.4077947,494
1734105829.417666,493
1734105829.4277048,493
1734105829.437891,493
1734105829.4478762,492
1734105829.4575315,493
1734105829.4675965,493
1734105829.4776099,494
1734105829.4876149,493
1734105829.4976304,494
1734105829.5076578,492
1734105829.5177464,492
1734105829.5277112,492
1734105829.5376902,495
1734105829.5476828,492
1734105829.5577123,492
1734105829.5677586,493
1734105829.5780327,494
1734105829.5879984,492
1734105829.5981276,492
1734105829.6081119,494
1734105829.6181095,491
1734105829.6281483,491
1734105829.6380396,491
1734105829.6481643,492
1734105829.6581435,492
1734105829.6681697,493
1734105829.678171,493
1734105829.6882277,493
1734105829.698271,490
1734105829.7082748,492
1734105829.718387,493
1734105829.7282395,492
1734105829.7384517,492
1734105829.7483168,492
1734105829.7584746,492
1734105829.7684813,491
1734105829.7783103,492
1734105829.7885253,491
1734105829.7984302,491
1734105829.808518,491
1734105829.8184347,492
1734105829.8283377,492
1734105829.8382983,492
1734105829.848216,492
1734105829.8581839,492
1734105829.8682444,491
1734105829.878227,492
1734105829.8882377,492
1734105829.8984168,491
1734105829.9087842,492
1734105829.918709,491
1734105829.9286036,491
1734105829.9386673,492
1734105829.948407,492
1734105829.9584532,493
1734105829.9684598,491
1734105829.97866,491
1734105829.988685,492
1734105829.9987054,492
1734105830.0087218,491
1734105830.018731,492
1734105830.0287378,491
1734105830.038774,492
1734105830.0488338,490
1734105830.0589054,491
1734105830.068823,491
1734105830.0790136,491
1734105830.0890844,491
1734105830.0990207,491
1734105830.1090133,491
1734105830.1189036,491
1734105830.1290681,490
1734105830.1391237,492
1734105830.1490443,492
1734105830.1590798,491
1734105830.1691813,492
1734105830.1791127,490
1734105830.189163,492
1734105830.199166,492
1734105830.209183,492
1734105830.2191043,490
1734105830.229144,492
1734105830.2392335,490
1734105830.2491806,489
1734105830.2590575,490
1734105830.269311,492
1734105830.2793171,492
1734105830.2892308,491
1734105830.2992244,490
1734105830.3093295,492
1734105830.3193061,491
1734105830.3294256,492
1734105830.339419,491
1734105830.3494072,491
1734105830.3594558,493
1734105830.3693883,491
1734105830.379407,490
1734105830.389364,491
1734105830.399526,492
1734105830.4094956,491
1734105830.4193878,492
1734105830.4294884,491
1734105830.4395912,491
1734105830.449513,491
1734105830.4596715,491
1734105830.469562,492
1734105830.47949,491
1734105830.4895654,492
1734105830.4993663,492
1734105830.5095212,492
1734105830.519608,492
1734105830.5297709,491
1734105830.5398273,491
